id,customer_id,product_id,status,purchase_date,estimated_delivery_date,delivered_date
4160,1861,282,shipped,2025-03-20,2025-03-31,
4161,1561,65,cancelled,2023-12-20,2023-12-23,
4162,131,888,processing,2024-11-25,2024-11-30,
4163,353,516,processing,2025-05-27,2025-06-07,
4164,196,157,delivered,2024-09-17,2024-09-27,2024-09-21
4165,1817,761,processing,2024-01-08,2024-01-12,
4166,1940,769,processing,2024-04-26,2024-05-06,
4167,930,747,delivered,2024-01-17,2024-01-27,2024-01-30
4168,1690,306,delivered,2023-06-28,2023-07-02,2023-07-07
4169,1406,878,shipped,2024-08-10,2024-08-20,
4170,1022,982,processing,2023-12-20,2023-12-25,
4171,645,395,shipped,2023-07-26,2023-08-04,
4172,227,74,shipped,2023-12-14,2023-12-25,
4173,701,187,cancelled,2025-03-24,2025-03-30,
4174,1500,574,shipped,2024-06-07,2024-06-20,
4175,1501,337,shipped,2023-12-27,2024-01-04,
4176,265,676,shipped,2024-04-28,2024-05-09,
4177,1396,568,shipped,2023-06-26,2023-07-09,
4178,1510,623,delivered,2024-05-23,2024-06-05,2024-05-28
4179,1458,730,processing,2023-08-01,2023-08-08,
4180,646,240,cancelled,2023-08-23,2023-09-06,
4181,211,533,delivered,2025-03-09,2025-03-12,2025-03-29
4182,1596,141,cancelled,2025-03-09,2025-03-14,
4183,1964,265,cancelled,2024-01-23,2024-02-05,
4184,1401,139,delivered,2024-08-13,2024-08-24,2024-08-25
4185,1419,459,shipped,2025-03-18,2025-03-23,
4186,1474,70,delivered,2025-05-23,2025-06-05,2025-05-29
4187,943,385,cancelled,2024-08-22,2024-09-04,
4188,1388,630,cancelled,2024-05-13,2024-05-25,
4189,1900,198,shipped,2023-07-07,2023-07-11,
4190,457,205,delivered,2024-07-18,2024-07-24,2024-07-21
4191,725,726,processing,2025-04-29,2025-05-06,
4192,1752,568,cancelled,2025-01-14,2025-01-23,
4193,1250,799,delivered,2025-03-03,2025-03-12,2025-03-16
4194,982,982,shipped,2025-02-09,2025-02-20,
4195,1155,805,shipped,2024-11-03,2024-11-13,
4196,588,687,processing,2025-02-26,2025-03-02,
4197,476,859,cancelled,2024-02-17,2024-03-02,
4198,1822,882,processing,2025-02-11,2025-02-21,
4199,986,974,processing,2024-10-03,2024-10-13,
4200,1301,640,processing,2024-11-21,2024-11-28,
4201,156,431,processing,2023-08-03,2023-08-08,
4202,1784,890,shipped,2024-07-14,2024-07-25,
4203,1242,325,cancelled,2024-09-17,2024-10-01,
4204,190,442,processing,2023-12-07,2023-12-16,
4205,1441,804,cancelled,2024-08-12,2024-08-15,
4206,981,288,shipped,2024-11-19,2024-11-29,
4207,1699,226,shipped,2024-08-27,2024-09-08,
4208,1716,64,delivered,2024-02-03,2024-02-10,2024-02-22
4209,546,967,delivered,2025-02-19,2025-02-27,2025-03-03
4210,41,938,cancelled,2023-09-23,2023-10-04,
4211,307,560,delivered,2025-04-19,2025-05-01,2025-04-26
4212,943,714,processing,2023-12-24,2024-01-03,
4213,338,498,cancelled,2025-06-12,2025-06-25,
4214,1338,849,shipped,2024-04-22,2024-04-27,
4215,1099,926,shipped,2024-09-02,2024-09-09,
4216,953,917,processing,2025-01-08,2025-01-14,
4217,279,60,delivered,2024-03-06,2024-03-09,2024-03-22
4218,1200,397,cancelled,2023-11-09,2023-11-16,
4219,896,257,cancelled,2024-08-21,2024-09-02,
4220,1686,577,processing,2024-11-15,2024-11-24,
4221,273,239,delivered,2023-11-27,2023-11-30,2023-12-14
4222,837,801,cancelled,2023-07-06,2023-07-12,
4223,620,38,processing,2024-12-08,2024-12-16,
4224,1675,25,cancelled,2024-05-23,2024-06-05,
4225,862,410,shipped,2023-08-25,2023-09-08,
4226,1807,461,cancelled,2024-03-06,2024-03-17,
4227,1883,571,cancelled,2024-11-08,2024-11-21,
4228,931,988,cancelled,2024-01-01,2024-01-11,
4229,289,417,delivered,2024-07-01,2024-07-05,2024-07-08
4230,724,357,delivered,2023-07-11,2023-07-24,2023-07-17
4231,893,383,processing,2023-09-10,2023-09-15,
4232,272,809,delivered,2023-10-03,2023-10-15,2023-10-07
4233,1954,158,cancelled,2025-06-17,2025-06-24,
4234,1090,569,cancelled,2025-01-27,2025-02-09,
4235,483,433,delivered,2025-01-12,2025-01-21,2025-01-28
4236,936,48,delivered,2024-01-11,2024-01-16,2024-01-14
4237,248,328,cancelled,2023-11-03,2023-11-17,
4238,156,433,cancelled,2024-11-16,2024-11-25,
4239,1071,431,shipped,2024-02-07,2024-02-14,
4240,1959,56,processing,2024-11-27,2024-12-09,
4241,454,577,delivered,2024-01-10,2024-01-18,2024-01-21
4242,201,268,processing,2024-05-12,2024-05-20,
4243,1684,69,cancelled,2023-10-28,2023-11-10,
4244,124,728,processing,2025-05-28,2025-06-10,
4245,1,902,delivered,2024-05-21,2024-06-04,2024-05-29
4246,968,601,delivered,2023-11-30,2023-12-06,2023-12-03
4247,1783,449,processing,2025-01-11,2025-01-25,
4248,855,793,delivered,2023-10-30,2023-11-09,2023-11-07
4249,640,257,shipped,2024-03-31,2024-04-11,
4250,191,672,cancelled,2023-09-08,2023-09-12,
4251,1603,490,cancelled,2025-02-08,2025-02-19,
4252,516,746,delivered,2025-06-17,2025-06-30,2025-06-20
4253,442,643,cancelled,2024-02-04,2024-02-18,
4254,1945,49,shipped,2024-02-20,2024-02-26,
4255,1839,659,delivered,2024-08-19,2024-08-27,2024-08-31
4256,1830,316,shipped,2024-12-13,2024-12-22,
4257,143,413,shipped,2024-08-24,2024-08-30,
4258,1215,434,cancelled,2024-11-02,2024-11-12,
4259,533,2,cancelled,2023-08-17,2023-08-29,
4260,227,841,processing,2023-08-23,2023-09-02,
4261,1337,952,shipped,2023-10-23,2023-10-26,
4262,1653,145,cancelled,2025-05-03,2025-05-13,
4263,949,956,shipped,2023-09-27,2023-10-09,
4264,1326,366,processing,2025-04-17,2025-05-01,
4265,1678,420,shipped,2025-06-21,2025-06-26,
4266,460,573,delivered,2023-06-27,2023-07-04,2023-07-08
4267,1425,785,processing,2023-12-28,2024-01-09,
4268,551,561,processing,2023-08-15,2023-08-25,
4269,393,844,shipped,2025-02-18,2025-03-03,
4270,1891,444,shipped,2025-02-12,2025-02-20,
4271,1788,916,cancelled,2025-03-03,2025-03-09,
4272,845,434,delivered,2025-02-03,2025-02-09,2025-02-21
4273,1231,643,processing,2024-01-20,2024-02-03,
4274,210,555,processing,2023-11-11,2023-11-17,
4275,1139,57,processing,2023-09-21,2023-09-29,
4276,1761,562,cancelled,2025-02-08,2025-02-17,
4277,646,964,delivered,2024-06-09,2024-06-16,2024-06-23
4278,1275,977,processing,2024-03-13,2024-03-25,
4279,219,178,processing,2023-09-27,2023-10-07,
4280,407,293,cancelled,2024-07-17,2024-07-26,
4281,1467,46,shipped,2025-02-08,2025-02-18,
4282,1627,170,processing,2025-04-03,2025-04-09,
4283,1378,271,delivered,2025-02-19,2025-03-01,2025-03-10
4284,888,417,delivered,2024-08-13,2024-08-21,2024-08-30
4285,558,848,delivered,2024-06-20,2024-06-25,2024-06-30
4286,550,139,delivered,2024-07-25,2024-08-04,2024-07-28
4287,142,247,cancelled,2023-09-27,2023-10-06,
4288,612,148,processing,2024-07-02,2024-07-14,
4289,501,230,cancelled,2024-11-24,2024-12-01,
4290,840,792,delivered,2024-10-14,2024-10-27,2024-10-22
4291,702,637,delivered,2024-01-27,2024-02-02,2024-02-07
4292,1571,704,delivered,2025-02-24,2025-02-27,2025-03-09
4293,1683,374,cancelled,2023-08-28,2023-09-09,
4294,1566,80,delivered,2024-03-27,2024-04-01,2024-03-30
4295,1870,606,processing,2025-02-26,2025-03-02,
4296,1531,738,delivered,2023-09-04,2023-09-14,2023-09-16
4297,596,65,processing,2024-03-25,2024-04-04,
4298,1905,88,processing,2023-11-09,2023-11-23,
4299,281,88,delivered,2024-04-21,2024-04-28,2024-05-01
4300,424,713,cancelled,2025-03-12,2025-03-19,
4301,856,726,shipped,2023-11-19,2023-12-02,
4302,270,204,shipped,2024-08-21,2024-08-27,
4303,154,913,processing,2024-01-05,2024-01-08,
4304,614,382,cancelled,2025-01-08,2025-01-11,
4305,1751,601,shipped,2023-07-09,2023-07-17,
4306,662,476,delivered,2025-06-01,2025-06-07,2025-06-06
4307,1968,573,delivered,2025-06-03,2025-06-09,2025-06-16
4308,83,783,processing,2024-10-18,2024-10-23,
4309,1646,606,cancelled,2025-03-10,2025-03-21,
4310,947,819,cancelled,2025-03-02,2025-03-07,
4311,899,539,shipped,2025-02-09,2025-02-19,
4312,1450,214,shipped,2023-08-31,2023-09-04,
4313,1299,74,delivered,2023-08-13,2023-08-19,2023-08-28
4314,1737,61,processing,2023-10-29,2023-11-01,
4315,284,698,cancelled,2023-10-16,2023-10-29,
4316,980,543,shipped,2024-03-16,2024-03-23,
4317,173,219,shipped,2023-10-27,2023-10-31,
4318,1351,12,processing,2024-08-03,2024-08-16,
4319,1742,814,processing,2025-03-19,2025-03-22,
4320,1087,415,delivered,2024-12-11,2024-12-14,2024-12-25
4321,1097,32,processing,2024-08-13,2024-08-17,
4322,763,160,delivered,2023-11-22,2023-11-29,2023-12-08
4323,1660,237,delivered,2024-06-30,2024-07-14,2024-07-14
4324,1399,739,processing,2025-06-12,2025-06-23,
4325,633,181,processing,2025-02-02,2025-02-10,
4326,1532,829,processing,2024-10-27,2024-11-10,
4327,787,558,processing,2024-03-23,2024-03-29,
4328,943,341,processing,2023-07-18,2023-07-23,
4329,1012,458,delivered,2024-03-15,2024-03-25,2024-03-27
4330,398,80,shipped,2025-04-17,2025-04-22,
4331,1144,647,cancelled,2024-04-22,2024-04-25,
4332,934,772,cancelled,2025-03-01,2025-03-07,
4333,1461,987,delivered,2025-02-01,2025-02-14,2025-02-08
4334,1853,820,delivered,2024-05-25,2024-06-01,2024-06-11
4335,676,759,shipped,2023-09-13,2023-09-20,
4336,936,473,processing,2025-03-13,2025-03-20,
4337,465,671,delivered,2024-07-27,2024-08-06,2024-08-13
4338,286,715,cancelled,2025-02-16,2025-02-26,
4339,265,112,processing,2025-03-16,2025-03-30,
4340,320,980,delivered,2024-05-02,2024-05-08,2024-05-15
4341,673,292,processing,2023-12-06,2023-12-17,
4342,1400,950,cancelled,2023-11-02,2023-11-05,
4343,820,822,processing,2023-11-19,2023-11-26,
4344,89,631,delivered,2024-10-19,2024-10-26,2024-11-06
4345,1678,383,delivered,2024-11-01,2024-11-08,2024-11-11
4346,1227,17,cancelled,2024-07-04,2024-07-14,
4347,821,493,shipped,2025-02-14,2025-02-25,
4348,1763,331,shipped,2024-09-22,2024-09-27,
4349,1001,926,processing,2025-01-25,2025-02-05,
4350,1979,739,delivered,2024-12-17,2024-12-30,2024-12-21
4351,334,873,delivered,2023-08-15,2023-08-25,2023-08-30
4352,222,486,cancelled,2025-01-23,2025-01-28,
4353,41,406,cancelled,2023-12-18,2023-12-22,
4354,1732,117,delivered,2025-04-03,2025-04-09,2025-04-07
4355,68,555,cancelled,2024-11-16,2024-11-30,
4356,988,880,shipped,2025-06-19,2025-06-23,
4357,1800,115,shipped,2025-06-03,2025-06-09,
4358,514,795,processing,2025-02-20,2025-02-27,
4359,1897,549,cancelled,2024-07-12,2024-07-16,
4360,1661,814,processing,2024-08-30,2024-09-13,
4361,1646,625,cancelled,2025-02-12,2025-02-22,
4362,1622,547,cancelled,2024-06-14,2024-06-17,
4363,1961,644,shipped,2024-04-20,2024-04-25,
4364,1656,336,delivered,2024-03-01,2024-03-10,2024-03-16
4365,1151,336,cancelled,2024-11-05,2024-11-17,
4366,1279,981,cancelled,2024-04-06,2024-04-09,
4367,695,922,cancelled,2023-11-26,2023-12-09,
4368,1040,889,delivered,2025-05-24,2025-05-28,2025-05-31
4369,477,740,processing,2023-07-27,2023-08-01,
4370,1086,147,processing,2023-07-23,2023-07-27,
4371,881,122,cancelled,2024-06-10,2024-06-14,
4372,432,81,cancelled,2023-11-18,2023-12-02,
4373,1694,685,processing,2023-06-27,2023-07-10,
4374,268,666,processing,2024-09-10,2024-09-18,
4375,1059,662,shipped,2024-03-27,2024-04-05,
4376,779,375,cancelled,2023-07-08,2023-07-16,
4377,1600,570,processing,2024-11-22,2024-12-05,
4378,494,63,shipped,2025-06-19,2025-06-27,
4379,1586,504,delivered,2024-04-09,2024-04-20,2024-04-28
4380,1493,668,cancelled,2024-11-09,2024-11-19,
4381,1791,449,processing,2024-03-14,2024-03-24,
4382,661,428,cancelled,2024-05-12,2024-05-20,
4383,1349,868,shipped,2025-01-27,2025-02-03,
4384,1328,427,processing,2025-04-05,2025-04-16,
4385,1300,421,delivered,2023-06-30,2023-07-14,2023-07-11
4386,1893,322,delivered,2024-02-24,2024-02-28,2024-03-07
4387,1987,913,shipped,2025-04-24,2025-05-03,
4388,1708,680,delivered,2024-06-18,2024-06-26,2024-06-23
4389,1953,166,delivered,2023-08-30,2023-09-08,2023-09-03
4390,1013,597,delivered,2023-10-07,2023-10-21,2023-10-19
4391,1225,957,delivered,2025-04-09,2025-04-15,2025-04-20
4392,1469,649,delivered,2023-09-07,2023-09-18,2023-09-18
4393,1929,461,delivered,2024-09-28,2024-10-07,2024-10-14
4394,1348,459,delivered,2024-08-02,2024-08-06,2024-08-17
4395,1059,189,processing,2024-09-03,2024-09-09,
4396,977,464,delivered,2025-02-09,2025-02-16,2025-02-16
4397,482,912,processing,2023-09-23,2023-09-27,
4398,728,379,cancelled,2024-09-27,2024-10-09,
4399,480,2,shipped,2023-10-08,2023-10-18,
4400,1089,618,delivered,2024-06-26,2024-06-29,2024-07-12
4401,1032,364,shipped,2024-07-12,2024-07-17,
4402,1325,72,delivered,2024-08-27,2024-08-30,2024-09-09
4403,343,427,processing,2024-08-26,2024-09-02,
4404,1455,638,delivered,2025-01-08,2025-01-18,2025-01-24
4405,1448,170,cancelled,2025-02-05,2025-02-14,
4406,332,205,shipped,2024-03-15,2024-03-26,
4407,438,825,shipped,2023-09-26,2023-09-30,
4408,1612,337,cancelled,2024-10-22,2024-11-05,
4409,174,999,processing,2025-03-15,2025-03-25,
4410,559,472,processing,2023-07-20,2023-07-30,
4411,527,195,cancelled,2025-02-24,2025-03-04,
4412,1897,670,shipped,2025-04-03,2025-04-08,
4413,659,653,delivered,2024-11-01,2024-11-05,2024-11-04
4414,26,275,processing,2024-02-26,2024-03-07,
4415,820,7,delivered,2024-01-02,2024-01-10,2024-01-15
4416,605,905,shipped,2024-02-22,2024-02-28,
4417,406,979,delivered,2024-08-15,2024-08-22,2024-08-30
4418,232,566,cancelled,2025-03-24,2025-03-31,
4419,533,616,processing,2024-05-20,2024-05-31,
4420,1843,854,processing,2024-02-07,2024-02-18,
4421,1574,850,cancelled,2023-07-25,2023-08-04,
4422,1812,573,cancelled,2025-04-21,2025-05-01,
4423,505,599,processing,2023-09-15,2023-09-29,
4424,1693,770,processing,2023-08-06,2023-08-10,
4425,179,178,processing,2025-06-23,2025-06-28,
4426,132,242,shipped,2024-02-13,2024-02-23,
4427,1847,203,shipped,2024-11-22,2024-11-29,
4428,1479,543,shipped,2023-10-09,2023-10-18,
4429,348,801,delivered,2024-12-16,2024-12-26,2024-12-26
4430,540,462,shipped,2024-01-11,2024-01-19,
4431,772,80,processing,2025-03-19,2025-03-26,
4432,1430,523,shipped,2024-04-14,2024-04-24,
4433,76,417,processing,2023-10-21,2023-10-24,
4434,1965,766,cancelled,2024-01-29,2024-02-01,
4435,579,384,delivered,2024-03-15,2024-03-18,2024-03-18
4436,854,391,delivered,2025-04-15,2025-04-20,2025-04-19
4437,1516,896,cancelled,2024-05-10,2024-05-22,
4438,194,799,processing,2023-08-21,2023-09-04,
4439,1186,688,delivered,2024-08-10,2024-08-18,2024-08-24
4440,347,126,shipped,2024-04-02,2024-04-10,
4441,951,494,processing,2023-08-22,2023-08-29,
4442,1385,47,delivered,2024-07-16,2024-07-25,2024-07-29
4443,1793,718,cancelled,2024-02-19,2024-02-26,
4444,1608,476,processing,2025-01-18,2025-01-22,
4445,1111,949,delivered,2024-02-12,2024-02-18,2024-03-01
4446,1958,619,cancelled,2024-05-06,2024-05-09,
4447,1286,464,processing,2023-07-12,2023-07-21,
4448,214,787,shipped,2023-07-15,2023-07-21,
4449,1689,849,processing,2024-02-01,2024-02-07,
4450,1746,123,shipped,2024-03-05,2024-03-11,
4451,1937,474,processing,2023-11-15,2023-11-20,
4452,573,134,cancelled,2024-12-28,2025-01-07,
4453,780,619,shipped,2023-09-05,2023-09-11,
4454,262,817,shipped,2025-04-30,2025-05-10,
4455,730,841,processing,2023-10-09,2023-10-20,
4456,283,562,delivered,2025-06-17,2025-06-20,2025-06-24
4457,1672,849,shipped,2024-08-05,2024-08-11,
4458,1491,607,processing,2024-10-05,2024-10-13,
4459,1404,780,cancelled,2024-10-02,2024-10-12,
4460,362,23,processing,2025-04-16,2025-04-24,
4461,1473,566,processing,2023-09-10,2023-09-24,
4462,441,886,shipped,2024-04-01,2024-04-09,
4463,93,766,delivered,2023-09-21,2023-10-03,2023-09-23
4464,1645,965,cancelled,2023-09-06,2023-09-12,
4465,753,235,shipped,2024-01-16,2024-01-27,
4466,867,996,shipped,2025-02-10,2025-02-19,
4467,1448,59,shipped,2024-03-10,2024-03-23,
4468,142,164,cancelled,2024-02-27,2024-03-06,
4469,1315,771,delivered,2025-05-15,2025-05-18,2025-05-21
4470,1456,826,cancelled,2023-09-29,2023-10-03,
4471,749,216,cancelled,2023-11-13,2023-11-27,
4472,1876,183,delivered,2024-09-14,2024-09-22,2024-09-30
4473,1848,569,cancelled,2023-12-06,2023-12-19,
4474,1713,657,processing,2024-09-19,2024-09-22,
4475,653,935,cancelled,2025-03-07,2025-03-20,
4476,701,90,shipped,2023-08-25,2023-09-01,
4477,998,964,cancelled,2023-12-21,2023-12-24,
4478,49,311,shipped,2023-08-02,2023-08-07,
4479,1326,557,cancelled,2024-01-25,2024-02-08,
4480,881,972,shipped,2024-02-21,2024-03-06,
4481,1214,257,shipped,2025-04-08,2025-04-22,
4482,1160,533,shipped,2025-02-04,2025-02-13,
4483,555,979,delivered,2024-08-25,2024-09-01,2024-08-28
4484,404,533,cancelled,2025-01-31,2025-02-14,
4485,892,52,cancelled,2024-08-18,2024-08-30,
4486,865,338,processing,2025-06-03,2025-06-06,
4487,602,171,processing,2025-04-22,2025-04-25,
4488,1831,948,processing,2023-08-25,2023-09-04,
4489,341,67,cancelled,2025-03-16,2025-03-29,
4490,1781,625,delivered,2024-12-29,2025-01-09,2025-01-04
4491,1969,300,shipped,2024-08-24,2024-09-02,
4492,704,672,cancelled,2025-06-20,2025-06-25,
4493,318,778,delivered,2024-09-15,2024-09-29,2024-09-19
4494,618,832,delivered,2025-04-30,2025-05-08,2025-05-09
4495,1387,232,cancelled,2024-12-12,2024-12-17,
4496,1846,975,shipped,2024-08-22,2024-09-03,
4497,382,837,delivered,2024-02-10,2024-02-16,2024-02-23
4498,233,68,cancelled,2025-05-28,2025-06-11,
4499,1801,506,shipped,2024-08-27,2024-09-02,
4500,1368,28,processing,2024-11-17,2024-11-22,
4501,1573,949,delivered,2024-02-11,2024-02-23,2024-02-24
4502,817,628,delivered,2023-09-11,2023-09-19,2023-09-25
4503,553,51,cancelled,2025-05-20,2025-05-27,
4504,1553,693,cancelled,2024-05-03,2024-05-16,
4505,856,260,shipped,2025-01-29,2025-02-09,
4506,1813,591,processing,2025-06-16,2025-06-27,
4507,819,785,processing,2023-07-26,2023-07-31,
4508,1595,620,cancelled,2024-02-22,2024-03-04,
4509,1959,963,cancelled,2025-06-07,2025-06-21,
4510,183,586,shipped,2025-05-06,2025-05-11,
4511,1065,687,cancelled,2024-05-16,2024-05-22,
4512,1575,184,shipped,2023-09-05,2023-09-08,
4513,397,23,shipped,2024-11-17,2024-11-24,
4514,1728,786,processing,2024-03-09,2024-03-23,
4515,779,129,shipped,2024-01-19,2024-01-30,
4516,1518,291,processing,2025-01-20,2025-01-24,
4517,1683,832,processing,2023-08-04,2023-08-10,
4518,907,501,processing,2023-10-09,2023-10-21,
4519,1357,186,cancelled,2023-08-17,2023-08-21,
4520,127,479,processing,2023-09-06,2023-09-16,
4521,1582,571,shipped,2024-09-23,2024-10-04,
4522,1581,492,cancelled,2023-06-28,2023-07-03,
4523,1,513,shipped,2023-09-15,2023-09-26,
4524,1192,643,cancelled,2025-05-17,2025-05-25,
4525,1644,67,shipped,2024-06-29,2024-07-07,
4526,19,805,delivered,2023-07-28,2023-08-06,2023-08-17
4527,1356,467,delivered,2024-06-23,2024-07-07,2024-06-26
4528,584,285,delivered,2025-03-14,2025-03-21,2025-03-20
4529,456,601,shipped,2024-03-31,2024-04-08,
4530,957,417,cancelled,2024-05-05,2024-05-18,
4531,1133,100,processing,2024-08-18,2024-08-21,
4532,1292,189,processing,2023-09-16,2023-09-21,
4533,445,989,shipped,2024-01-16,2024-01-30,
4534,1264,890,shipped,2023-10-26,2023-11-06,
4535,1953,858,shipped,2024-09-25,2024-10-09,
4536,1325,388,shipped,2025-06-23,2025-06-30,
4537,602,241,processing,2024-09-02,2024-09-09,
4538,103,782,cancelled,2025-05-20,2025-05-30,
4539,988,731,processing,2025-03-02,2025-03-15,
4540,1274,417,shipped,2024-01-03,2024-01-16,
4541,1477,918,delivered,2023-08-27,2023-08-31,2023-09-12
4542,520,176,processing,2024-03-10,2024-03-19,
4543,1177,387,delivered,2023-11-02,2023-11-13,2023-11-15
4544,859,471,delivered,2023-11-15,2023-11-24,2023-11-28
4545,174,853,shipped,2024-11-09,2024-11-23,
4546,1367,233,processing,2025-06-07,2025-06-14,
4547,1694,663,cancelled,2024-09-08,2024-09-16,
4548,1005,452,processing,2024-12-20,2024-12-26,
4549,431,277,cancelled,2025-04-28,2025-05-12,
4550,727,229,cancelled,2023-09-13,2023-09-22,
4551,1713,171,shipped,2024-10-26,2024-10-29,
4552,1711,735,cancelled,2025-03-16,2025-03-22,
4553,1876,213,processing,2023-07-08,2023-07-13,
4554,850,282,processing,2024-06-24,2024-06-30,
4555,1682,41,delivered,2023-12-11,2023-12-14,2023-12-27
4556,1986,122,cancelled,2025-01-11,2025-01-25,
4557,1348,227,shipped,2024-12-26,2024-12-30,
4558,990,294,shipped,2023-10-01,2023-10-15,
4559,1697,600,processing,2023-11-03,2023-11-16,
4560,639,267,cancelled,2025-01-18,2025-01-29,
4561,420,541,shipped,2025-03-24,2025-04-02,
4562,594,759,cancelled,2025-04-25,2025-05-03,
4563,485,828,cancelled,2024-12-06,2024-12-10,
4564,1683,451,delivered,2024-07-24,2024-07-27,2024-07-28
4565,1775,449,shipped,2023-12-27,2023-12-31,
4566,412,756,delivered,2024-05-06,2024-05-15,2024-05-26
4567,936,61,shipped,2023-06-29,2023-07-03,
4568,1108,502,cancelled,2024-12-05,2024-12-10,
4569,1137,147,shipped,2024-08-04,2024-08-14,
4570,1761,686,processing,2025-05-04,2025-05-13,
4571,332,945,cancelled,2024-01-23,2024-02-06,
4572,1402,790,shipped,2024-09-14,2024-09-27,
4573,1779,334,delivered,2025-03-03,2025-03-16,2025-03-09
4574,655,881,delivered,2025-01-11,2025-01-24,2025-01-29
4575,41,953,cancelled,2025-02-16,2025-02-27,
4576,1959,891,delivered,2025-04-08,2025-04-22,2025-04-21
4577,1794,142,cancelled,2023-11-17,2023-11-23,
4578,959,44,cancelled,2024-07-11,2024-07-20,
4579,1821,144,cancelled,2024-08-23,2024-08-26,
4580,105,865,shipped,2023-12-26,2024-01-08,
4581,202,333,cancelled,2023-08-10,2023-08-23,
4582,450,998,delivered,2024-05-23,2024-05-27,2024-06-06
4583,1843,497,processing,2023-12-05,2023-12-14,
4584,1867,396,shipped,2024-10-13,2024-10-17,
4585,1997,55,delivered,2024-11-23,2024-12-01,2024-12-05
4586,1290,307,cancelled,2024-04-21,2024-05-03,
4587,910,870,cancelled,2023-11-21,2023-12-05,
4588,210,423,processing,2025-03-26,2025-04-06,
4589,563,417,delivered,2024-08-07,2024-08-20,2024-08-17
4590,1142,673,shipped,2024-02-07,2024-02-14,
4591,713,797,delivered,2024-03-18,2024-03-30,2024-03-27
4592,1401,325,cancelled,2023-10-08,2023-10-17,
4593,1575,710,shipped,2024-05-04,2024-05-07,
4594,1564,671,cancelled,2024-09-25,2024-10-05,
4595,771,80,cancelled,2024-05-09,2024-05-20,
4596,1108,31,delivered,2025-06-01,2025-06-08,2025-06-06
4597,454,985,processing,2024-09-16,2024-09-24,
4598,667,112,cancelled,2024-02-03,2024-02-16,
4599,629,558,delivered,2024-01-20,2024-01-30,2024-01-22
4600,1538,865,shipped,2024-01-04,2024-01-10,
4601,1629,717,processing,2024-10-15,2024-10-19,
4602,1702,564,cancelled,2025-04-19,2025-05-01,
4603,387,650,cancelled,2025-05-15,2025-05-25,
4604,1936,472,shipped,2023-09-29,2023-10-03,
4605,1374,74,delivered,2024-12-25,2025-01-01,2025-01-01
4606,296,553,cancelled,2024-05-16,2024-05-24,
4607,258,479,shipped,2024-01-09,2024-01-16,
4608,1105,589,cancelled,2024-11-09,2024-11-17,
4609,1961,387,delivered,2024-10-07,2024-10-15,2024-10-24
4610,268,699,processing,2024-07-15,2024-07-20,
4611,419,882,delivered,2023-06-26,2023-07-09,2023-07-14
4612,235,564,delivered,2023-09-22,2023-10-05,2023-10-06
4613,1857,930,delivered,2024-05-04,2024-05-09,2024-05-23
4614,1335,433,shipped,2024-09-25,2024-10-06,
4615,1837,412,cancelled,2023-11-20,2023-11-25,
4616,1999,467,processing,2025-01-25,2025-01-30,
4617,986,599,shipped,2024-01-07,2024-01-20,
4618,1381,621,delivered,2024-12-12,2024-12-16,2024-12-17
4619,1237,992,processing,2023-10-02,2023-10-11,
4620,574,909,delivered,2024-09-14,2024-09-26,2024-09-24
4621,49,737,delivered,2023-11-15,2023-11-27,2023-11-25
4622,1151,994,delivered,2025-03-18,2025-03-24,2025-04-03
4623,223,993,processing,2024-11-03,2024-11-06,
4624,921,248,cancelled,2024-09-17,2024-09-25,
4625,1303,581,delivered,2023-09-26,2023-10-03,2023-10-04
4626,1432,120,cancelled,2024-11-27,2024-12-10,
4627,1529,67,processing,2024-01-04,2024-01-08,
4628,1318,573,processing,2023-10-05,2023-10-13,
4629,1820,956,delivered,2024-12-28,2024-12-31,2025-01-08
4630,277,327,cancelled,2023-07-26,2023-07-31,
4631,1462,920,cancelled,2023-12-21,2023-12-27,
4632,1131,703,delivered,2024-01-05,2024-01-10,2024-01-22
4633,1682,470,shipped,2025-01-23,2025-01-31,
4634,420,493,shipped,2023-07-31,2023-08-13,
4635,611,701,processing,2025-01-12,2025-01-18,
4636,1453,663,processing,2023-08-20,2023-08-23,
4637,375,286,shipped,2024-12-07,2024-12-14,
4638,73,956,shipped,2024-04-26,2024-05-03,
4639,1973,914,shipped,2023-10-06,2023-10-17,
4640,1658,608,delivered,2023-12-11,2023-12-21,2023-12-19
4641,1054,312,delivered,2024-01-25,2024-02-04,2024-01-30
4642,1212,309,delivered,2023-09-20,2023-09-27,2023-09-26
4643,1388,775,delivered,2024-09-13,2024-09-23,2024-09-17
4644,1890,97,delivered,2023-06-27,2023-07-09,2023-07-13
4645,1824,965,delivered,2024-11-12,2024-11-21,2024-11-19
4646,1475,113,processing,2023-12-05,2023-12-08,
4647,195,988,cancelled,2025-01-02,2025-01-16,
4648,1180,637,processing,2023-09-19,2023-09-28,
4649,1196,456,cancelled,2025-03-30,2025-04-12,
4650,847,463,processing,2024-12-16,2024-12-26,
4651,1065,948,processing,2023-07-05,2023-07-10,
4652,1087,132,delivered,2024-05-11,2024-05-22,2024-05-27
4653,23,930,delivered,2023-09-16,2023-09-26,2023-09-20
4654,360,965,cancelled,2024-03-16,2024-03-20,
4655,1099,929,cancelled,2023-12-02,2023-12-10,
4656,560,121,delivered,2024-06-06,2024-06-12,2024-06-18
